,lisa_I,lisa_p,lisa_quad,lisa_class,lisa_sig,lisa_label
6222,0.8025005286474232,0.022,3,3,True,LH (Low surrounded by High)
6223,0.1420946629098337,0.157,3,0,False,No Significativo
6224,1.3804964911957542,0.013,1,1,True,HH (Hot Spot)
6225,0.09890273850040225,0.069,1,0,False,No Significativo
6226,0.007691485976285176,0.439,3,0,False,No Significativo
6227,-0.004717805419205971,0.169,2,0,False,No Significativo
6228,-0.02646946048455288,0.09,2,0,False,No Significativo
6229,0.9325899093957432,0.001,1,1,True,HH (Hot Spot)
6230,0.6473334432435325,0.022,3,3,True,LH (Low surrounded by High)
6231,0.39315219709368215,0.196,1,0,False,No Significativo
6232,3.6812627070847923,0.001,3,3,True,LH (Low surrounded by High)
6233,0.0055762340865075114,0.393,3,0,False,No Significativo
6234,0.19214951442969158,0.189,3,0,False,No Significativo
6235,-0.0005645757713666525,0.256,2,0,False,No Significativo
6236,2.620261180292938,0.001,1,1,True,HH (Hot Spot)
6237,-0.17470548159472524,0.283,4,0,False,No Significativo
6238,0.21381394713718932,0.217,3,0,False,No Significativo
6239,-0.019783181815484805,0.429,4,0,False,No Significativo
6240,0.02195423026534116,0.073,1,0,False,No Significativo
6241,0.27101947155682926,0.024,1,1,True,HH (Hot Spot)
6242,-0.018065759843232547,0.272,2,0,False,No Significativo
6243,3.7628483835334596,0.001,3,3,True,LH (Low surrounded by High)
6244,-0.033449031564315265,0.241,2,0,False,No Significativo
6245,0.04596239000306684,0.274,1,0,False,No Significativo
6246,0.014502861818665249,0.398,1,0,False,No Significativo
6247,0.6115664804316613,0.056,3,0,False,No Significativo
6248,0.6363829552914025,0.008,1,1,True,HH (Hot Spot)
6249,2.0995021322064638,0.008,1,1,True,HH (Hot Spot)
6250,0.7648326122339266,0.091,3,0,False,No Significativo
6251,0.22351682006491122,0.172,3,0,False,No Significativo
6252,1.8817796312773098,0.005,3,3,True,LH (Low surrounded by High)
6253,0.643975822474437,0.045,1,1,True,HH (Hot Spot)
6254,1.2338943601936327,0.011,3,3,True,LH (Low surrounded by High)
6255,1.0112865511720939,0.005,1,1,True,HH (Hot Spot)
6256,-0.027300774128115986,0.245,4,0,False,No Significativo
6257,0.5672656040130918,0.016,1,1,True,HH (Hot Spot)
6258,-0.001827156428810761,0.439,4,0,False,No Significativo
6259,1.317540368288815,0.013,3,3,True,LH (Low surrounded by High)
6260,3.3711305174100046,0.001,1,1,True,HH (Hot Spot)
6261,0.04487020794475796,0.414,3,0,False,No Significativo
6262,0.577008863515689,0.107,1,0,False,No Significativo
6263,0.11861169766362901,0.351,3,0,False,No Significativo
6264,3.2956231235231326,0.001,3,3,True,LH (Low surrounded by High)
6265,2.02881304707684,0.001,1,1,True,HH (Hot Spot)
6266,0.26833756531287983,0.297,1,0,False,No Significativo
6267,0.4871026171660917,0.104,3,0,False,No Significativo
6268,0.07186190088857751,0.316,1,0,False,No Significativo
6269,1.928447041707362,0.005,3,3,True,LH (Low surrounded by High)
6270,0.933933622073996,0.006,1,1,True,HH (Hot Spot)
6271,0.48759852672903686,0.1,1,0,False,No Significativo
6272,0.7535803050425157,0.036,3,3,True,LH (Low surrounded by High)
6273,1.3822496577165257,0.004,3,3,True,LH (Low surrounded by High)
6274,0.4580968080773597,0.041,3,3,True,LH (Low surrounded by High)
6275,2.8666884437873037,0.002,3,3,True,LH (Low surrounded by High)
6276,0.36483358771147206,0.024,1,1,True,HH (Hot Spot)
6277,0.5840823268423793,0.054,3,0,False,No Significativo
6278,1.1431563188052793,0.005,1,1,True,HH (Hot Spot)
6279,0.888365326104466,0.011,1,1,True,HH (Hot Spot)
6280,0.2600474656835157,0.062,3,0,False,No Significativo
6281,0.00669609959947188,0.449,3,0,False,No Significativo
6282,-0.04696146003173905,0.153,4,0,False,No Significativo
6283,1.6411540957894961,0.001,1,1,True,HH (Hot Spot)
6284,0.3443666825115959,0.016,1,1,True,HH (Hot Spot)
6285,1.4763638155233776,0.002,3,3,True,LH (Low surrounded by High)
6286,1.2583923701466548,0.005,1,1,True,HH (Hot Spot)
6287,0.33711617495898194,0.045,3,3,True,LH (Low surrounded by High)
6288,-0.030455111007711404,0.418,4,0,False,No Significativo
6289,0.9087461268172572,0.008,1,1,True,HH (Hot Spot)
6290,0.17606389514547496,0.064,1,0,False,No Significativo
